Flow Duration,Flow IAT Mean,Fwd PSH Flags,Bwd Packet Length Mean,Bwd Packet Length Max,Flow Bytes/s,Down/Up Ratio,SYN Flag Count,Fwd Packet Length Mean,Fwd IAT Std,Packet Length Mean,Fwd Packet Length Max,Subflow Fwd Packets,Flow Packets/s,Total Fwd Packets,Destination Port,Label
194,64.666664,0,86.0,86,1350515.5,1,0,45.0,0.0,61.4,45,2,20618.557,2,53,Benign
142459,8379.941,0,79.85714,421,18707.137,0,0,191.45454,20652.086,140.26315,1448,11,126.35214,11,443,Benign
176052,58684.0,0,90.0,90,1442.7555,1,0,37.0,0.0,58.2,37,2,22.72056,2,53,Benign
189,63.0,0,112.0,112,1724867.8,1,0,51.0,0.0,75.4,51,2,21164.021,2,53,Benign
31089,31089.0,0,0.0,0,385.98862,0,0,6.0,0.0,6.0,6,2,64.331436,2,443,Benign
47569,47569.0,0,149.0,149,4183.397,1,0,50.0,0.0,83.0,50,1,42.04419,1,53,Benign
49332,16444.0,0,105.0,105,5756.912,1,0,37.0,0.0,64.2,37,2,81.083275,2,53,Benign
75,75.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,26666.666,1,54708,Benign
208,69.333336,0,124.0,124,1634615.4,1,0,46.0,0.0,77.2,46,2,19230.77,2,53,Benign
180,60.0,0,94.0,94,1533333.4,1,0,44.0,0.0,64.0,44,2,22222.223,2,53,Benign
5636970,1878990.0,0,0.0,0,2.1288033,0,0,4.0,3952427.0,2.4,6,3,0.7096011,3,80,Benign
62019124,1722753.5,0,516.25,2920,164.35252,0,0,92.04762,4639289.5,268.23685,384,21,0.59659016,21,443,Benign
96661813,32220604.0,0,128.0,195,3.548454,1,0,43.5,0.0,77.0,45,2,0.04138139,2,53,Benign
186438,10357.667,0,518.1667,1400,21465.58,0,0,68.69231,17713.258,200.1,373,13,101.91055,13,443,Benign
31963,10654.333,0,108.0,108,8634.984,1,0,30.0,0.0,61.2,30,2,125.1447,2,53,Benign
49901,49901.0,0,117.0,117,4368.65,1,0,101.0,0.0,106.333336,101,1,40.079357,1,53,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,24.666666,37,2,666666.7,2,59052,Benign
286598,286598.0,0,77.0,77,425.68335,1,0,45.0,0.0,55.666668,45,1,6.978416,1,53,Benign
194,64.666664,0,174.0,174,2268041.2,1,0,46.0,0.0,97.2,46,2,20618.557,2,53,Benign
259,86.333336,0,109.0,109,1158301.1,1,0,41.0,0.0,68.2,41,2,15444.016,2,53,Benign
49,24.5,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0,1,61224.49,1,56058,Benign
30650,30650.0,0,73.0,73,4241.4355,1,0,57.0,0.0,62.333332,57,1,65.25285,1,53,Benign
48434,48434.0,0,112.0,112,3468.6377,1,0,56.0,0.0,74.666664,56,1,41.29331,1,53,Benign
550,275.0,0,6.0,6,32727.273,0,0,6.0,0.0,6.0,6,2,5454.5454,2,51139,Benign
601663,601663.0,0,0.0,0,19.94472,0,0,6.0,0.0,6.0,6,2,3.32412,2,80,Benign
46558,15519.333,0,118.0,118,6271.747,1,0,28.0,0.0,64.0,28,2,85.914345,2,53,Benign
562629,43279.152,0,84.125,357,2067.0815,1,0,81.666664,124857.29,77.53333,330,6,24.883183,6,443,Benign
111987,111987.0,0,182.0,182,2080.5986,1,0,51.0,0.0,94.666664,51,1,17.859217,1,53,Benign
97620,97620.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,20.487604,1,443,Benign
3,3.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,666666.7,2,39415,Benign
66086967,858272.3,0,0.0,0,59.01315,0,0,50.0,7170844.5,50.0,50,78,1.1802629,78,137,Benign
246754,61688.5,0,6.0,6,222.89406,1,0,18.5,0.0,9.166667,37,2,20.263096,2,51162,Benign
104209009,10400000.0,1,80.5,149,6.7844424,0,1,55.0,27200000.0,62.75,293,7,0.10555709,7,443,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,24.666666,37,2,666666.7,2,55206,Benign
115593132,2889828.2,0,251.6842,796,53.43743,0,0,63.409092,4906674.0,147.07143,435,22,0.35469234,22,80,Benign
92,23.0,0,3.0,6,130434.78,4,0,0.0,0.0,2.0,0,1,54347.824,1,88,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,22.666666,31,2,666666.7,2,58064,Benign
17,1.4166666,0,0.0,0,38235296.0,0,0,50.0,1.5050421,50.0,50,13,764705.9,13,137,Benign
37672,18836.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,79.63474,2,443,Benign
157,157.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,12738.854,2,443,Benign
23862,23862.0,0,371.0,371,17685.021,1,0,51.0,0.0,157.66667,51,1,83.81527,1,53,Benign
0,0.0,0,0.0,0,,0,0,0.0,0.0,0.0,0,2,inf,2,52606,Benign
501,501.0,0,123.0,123,371257.5,1,0,63.0,0.0,83.0,63,1,3992.0159,1,53,Benign
8071818,620909.06,0,137.375,524,355.92972,1,0,295.66666,71493.2,191.53334,1339,6,1.7344296,6,80,Benign
33051,11017.0,0,346.0,346,23055.277,1,0,35.0,0.0,159.4,35,2,121.025085,2,53,Benign
47,23.5,0,0.0,0,0.0,2,0,0.0,0.0,0.0,0,1,63829.79,1,53784,Benign
223,74.333336,0,124.0,124,1470852.0,1,0,40.0,0.0,73.6,40,2,17937.22,2,53,Benign
778830,111261.43,0,105.5,108,701.0516,1,0,31.0,435217.6,64.0,32,4,10.271818,4,53,Benign
88,88.0,0,0.0,0,136363.64,0,0,6.0,0.0,6.0,6,2,22727.273,2,80,Benign
208,69.333336,0,128.0,128,1538461.5,1,0,32.0,0.0,70.4,32,2,19230.77,2,53,Benign
201,67.0,0,187.0,187,2199005.0,1,0,34.0,0.0,95.2,34,2,19900.498,2,53,Benign
209,209.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,9569.378,2,33743,Benign
95239,95239.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,20.9998,1,443,Benign
58536941,1361324.2,0,1086.96,2920,478.02292,1,0,42.526318,4618050.5,621.8222,396,19,0.7516621,19,443,Benign
511,511.0,0,0.0,0,23483.365,0,0,6.0,0.0,6.0,6,2,3913.8943,2,49722,Benign
116051638,2368400.8,0,645.92,1448,144.82346,1,0,26.36,5000492.0,329.549,314,25,0.4308427,25,443,Benign
130842,5688.7827,0,410.27274,1418,43097.78,0,0,86.61539,16070.265,225.56,554,13,183.42734,13,443,Benign
46032276,2877017.2,0,240.11111,1460,57.67692,1,0,61.75,5345280.5,147.5,458,8,0.3693061,8,80,Benign
200,66.666664,0,23.0,23,460000.0,1,0,23.0,0.0,23.0,23,2,20000.0,2,53,Benign
117375861,605030.2,0,0.0,0,0.0,0,0,0.0,1928394.9,0.0,0,195,1.6613296,195,0,Benign
64774326,8096791.0,1,46.0,46,4.307262,0,1,26.714285,23400000.0,32.5,46,7,0.13894394,7,443,Benign
27323438,1951674.1,0,248.66667,746,86.44593,0,0,96.666664,4483373.5,147.625,435,9,0.5489792,9,80,Benign
63138319,7892290.0,1,46.0,46,4.4188695,0,1,26.714285,23500000.0,32.5,46,7,0.14254418,7,443,Benign
117604185,4055316.8,0,341.86667,1418,52.430107,1,0,69.2,21300740.0,198.90323,416,15,0.25509295,15,443,Benign
148,49.333332,0,89.0,89,1675675.6,1,0,35.0,0.0,56.6,35,2,27027.027,2,53,Benign
243,81.0,0,90.0,90,1135802.5,1,0,48.0,0.0,64.8,48,2,16460.906,2,53,Benign
23755,23755.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,84.1928,1,80,Benign
83189435,3616932.0,0,148.5,1770,27.239037,1,0,40.333332,4660900.5,90.64,424,12,0.28849816,12,80,Benign
238,79.333336,0,207.0,207,1991596.6,1,0,30.0,0.0,100.8,30,2,16806.723,2,53,Benign
28603,28603.0,0,6.0,6,419.5364,1,0,6.0,0.0,6.0,6,1,69.92274,1,443,Benign
99475680,9947568.0,0,70.2,339,120.08965,0,0,1932.5,44400000.0,995.5,5792,6,0.11057979,6,49634,Benign
49,49.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,40816.33,2,47119,Benign
228,76.0,0,181.0,181,1956140.4,1,0,42.0,0.0,97.6,42,2,17543.86,2,53,Benign
110012520,15700000.0,0,548.6667,1640,16.770819,0,0,39.8,55000000.0,205.0,181,5,0.07271899,5,80,Benign
9128381,570523.8,0,916.4286,1646,998.09595,0,0,269.6,1930931.0,506.16666,1154,10,1.8623236,10,443,Benign
236,78.666664,0,154.0,154,1796610.1,1,0,58.0,0.0,96.4,58,2,16949.152,2,53,Benign
46325999,945428.56,0,1141.88,2920,637.0289,1,0,38.56,3807061.5,578.64703,447,25,1.0793076,25,80,Benign
24178,8059.3335,0,104.0,104,12407.975,1,0,46.0,0.0,69.2,46,2,165.43965,2,53,Benign
155,51.666668,0,51.0,51,1109677.4,1,0,35.0,0.0,41.4,35,2,25806.451,2,53,Benign
190,63.333332,0,86.0,86,1378947.4,1,0,45.0,0.0,61.4,45,2,21052.63,2,53,Benign
75976,5426.857,0,95.8,341,15689.165,0,0,71.3,11446.227,74.5,469,10,197.43077,10,443,Benign
2,2.0,1,0.0,0,1040000000.0,0,1,1035.5,0.0,1378.6666,2065,2,1000000.0,2,25815,Benign
164,54.666668,0,94.0,94,1682926.9,1,0,44.0,0.0,64.0,44,2,24390.244,2,53,Benign
3771,1885.5,0,6.0,6,4773.2695,0,0,6.0,0.0,6.0,6,2,795.5449,2,53656,Benign
49531388,2913611.0,0,38.0,300,68.5424,1,0,339.22223,5271980.0,178.6842,2920,9,0.3634059,9,80,Benign
157,52.333332,0,54.0,54,968152.9,1,0,22.0,0.0,34.8,22,2,25477.707,2,53,Benign
3,3.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,666666.7,2,57389,Benign
30750,10250.0,0,109.0,109,9756.098,1,0,41.0,0.0,68.2,41,2,130.0813,2,53,Benign
60780609,2431224.2,0,286.16666,1615,72.737015,0,0,70.5,5196927.0,163.74074,597,14,0.42776802,14,443,Benign
50465,16821.666,0,99.0,99,7212.92,1,0,83.0,0.0,89.4,83,2,79.262856,2,53,Benign
30781,30781.0,0,65.0,65,3703.5835,1,0,49.0,0.0,54.333332,49,1,64.97514,1,53,Benign
165,165.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,12121.212,1,22,Benign
49,49.0,0,0.0,0,244897.95,0,0,6.0,0.0,6.0,6,2,40816.33,2,443,Benign
118222011,788146.75,0,1199.2347,2920,1044.9492,1,0,113.41509,11400000.0,812.7368,501,53,1.2772579,53,443,Benign
4,4.0,0,0.0,0,3000000.0,0,0,6.0,0.0,6.0,6,2,500000.0,2,443,Benign
653389,59399.0,0,257.0,1613,4467.4766,1,0,224.0,109137.12,224.53847,546,5,18.365782,5,443,Benign
5062315,1687438.4,0,0.0,0,2.370457,0,0,4.0,3546466.5,2.4,6,3,0.7901523,3,80,Benign
154,51.333332,0,49.0,49,1064935.1,1,0,33.0,0.0,39.4,33,2,25974.025,2,53,Benign
5415409,416569.94,0,620.0,1601,636.88635,0,0,38.77778,1777390.8,229.93333,192,9,2.5852156,9,443,Benign
2001576,166798.0,0,181.33333,951,1336.9465,0,0,226.85715,16542.105,191.14285,1020,7,6.494882,7,443,Benign
191,63.666668,0,79.0,79,1162303.6,1,0,32.0,0.0,50.8,32,2,20942.408,2,53,Benign
205489,68496.336,0,126.0,126,1537.7952,1,0,32.0,0.0,69.6,32,2,19.465763,2,53,Benign
233,77.666664,0,102.0,102,1236051.5,1,0,42.0,0.0,66.0,42,2,17167.383,2,53,Benign
152,50.666668,0,52.0,52,1157894.8,1,0,36.0,0.0,42.4,36,2,26315.79,2,53,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,22.666666,31,2,666666.7,2,52835,Benign
174,58.0,0,60.0,60,1195402.2,1,0,44.0,0.0,50.4,44,2,22988.506,2,53,Benign
6091,6091.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,328.3533,2,80,Benign
327,109.0,0,153.0,153,1247706.4,1,0,51.0,0.0,91.8,51,2,12232.416,2,53,Benign
23612,23612.0,0,72.0,72,5420.972,1,0,56.0,0.0,61.333332,56,1,84.70269,1,53,Benign
559,186.33333,0,179.0,179,1262969.6,1,0,174.0,0.0,176.0,174,2,7155.6353,2,88,Benign
47,47.0,0,6.0,6,255319.16,1,0,6.0,0.0,6.0,6,1,42553.19,1,59838,Benign
5420249,602249.9,0,41.0,152,142.98236,0,0,101.833336,2298396.5,70.454544,517,6,1.8449337,6,443,Benign
61189,20396.334,0,208.0,208,8040.661,1,0,38.0,0.0,106.0,38,2,65.37122,2,53,Benign
414,138.0,0,0.0,0,43478.26,0,0,6.0,287.08536,4.8,6,3,9661.836,3,443,Benign
23478,7826.0,0,79.0,79,9626.033,1,0,34.0,0.0,52.0,34,2,170.37227,2,53,Benign
281401,56280.2,0,48.0,48,796.0171,0,0,32.0,57097.633,36.57143,32,4,21.321886,4,53,Benign
50,50.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,40000.0,1,47842,Benign
23756,23756.0,0,75.0,75,5135.545,1,0,47.0,0.0,56.333332,47,1,84.189255,1,53,Benign
102999,25749.75,0,6.0,6,174.75897,1,0,0.0,0.0,3.0,0,2,48.54416,2,49198,Benign
46916,9383.2,0,101.0,101,7460.1416,0,0,37.0,17498.043,55.285713,37,4,127.88814,4,53,Benign
72357902,24100000.0,0,64.0,67,3.0957227,1,0,48.0,0.0,55.0,51,2,0.055280764,2,53,Benign
1,1.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,2000000.0,1,50149,Benign
129,129.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,15503.876,1,443,Benign
23798,23798.0,0,108.0,108,6513.1523,1,0,47.0,0.0,67.333336,47,1,84.04067,1,53,Benign
58,58.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,34482.758,1,56042,Benign
199,66.333336,0,198.0,198,2693467.2,1,0,70.0,0.0,121.2,70,2,20100.502,2,53,Benign
10144652,563591.75,0,560.44446,1973,653.84204,0,0,158.9,3328503.2,331.65,1381,10,1.872908,10,443,Benign
61307,12261.4,0,242.0,242,10113.038,0,0,34.0,17502.084,93.42857,34,4,97.8681,4,53,Benign
61594,20531.334,0,95.0,95,4091.3076,1,0,31.0,0.0,56.6,31,2,64.94139,2,53,Benign
70227,70227.0,0,201.0,201,3474.4473,1,0,43.0,0.0,95.666664,43,1,28.479074,1,53,Benign
126,126.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,15873.016,2,443,Benign
490,490.0,0,108.0,108,320408.16,1,0,49.0,0.0,68.666664,49,1,4081.6326,1,53,Benign
46037699,3069180.0,0,270.875,2155,57.90906,1,0,62.375,5342132.0,156.82353,463,8,0.34754127,8,80,Benign
198,66.0,0,132.0,132,1636363.6,1,0,30.0,0.0,70.8,30,2,20202.02,2,53,Benign
143,47.666668,0,51.0,51,1202797.2,1,0,35.0,0.0,41.4,35,2,27972.027,2,53,Benign
101789301,33900000.0,0,70.5,77,2.2988663,1,0,46.5,0.0,55.8,48,2,0.03929686,2,53,Benign
98,32.666668,0,6.0,6,244897.95,3,0,6.0,0.0,6.0,6,1,40816.33,1,55962,Benign
247,82.333336,0,197.0,197,1902834.0,1,0,38.0,0.0,101.6,38,2,16194.332,2,53,Benign
25841,8613.667,0,115.0,115,11454.665,1,0,33.0,0.0,65.8,33,2,154.79277,2,53,Benign
23759,7919.6665,0,63.0,63,8249.506,1,0,35.0,0.0,46.2,35,2,168.35725,2,53,Benign
115956867,1233583.8,0,1361.7693,4344,617.8332,1,0,19.302326,4525024.5,746.2708,474,43,0.81927013,43,443,Benign
25335,25335.0,0,128.0,128,6670.614,1,0,41.0,0.0,70.0,41,1,78.94218,1,53,Benign
36057,18028.5,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,83.2016,2,59692,Benign
1102837,55141.85,0,359.0909,1448,4353.318,1,0,85.1,100022.77,218.22728,267,10,19.041798,10,443,Benign
31471,10490.333,0,78.0,78,7880.2705,1,0,46.0,0.0,58.8,46,2,127.10114,2,53,Benign
23,23.0,0,6.0,6,521739.12,1,0,6.0,0.0,6.0,6,1,86956.52,1,50269,Benign
8219961,2739987.0,0,0.0,0,4.501238,0,0,9.25,4745683.0,7.4,37,4,0.4866203,4,443,Benign
74,74.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,27027.027,1,33726,Benign
62596,20865.334,0,147.0,147,7252.8594,1,0,80.0,0.0,106.8,80,2,63.901848,2,53,Benign
2,2.0,1,0.0,0,309000000.0,0,1,308.5,0.0,411.33334,617,2,1000000.0,2,48688,Benign
63138553,168819.66,0,1556.9463,5671,5081.7446,1,0,9.882353,1741055.4,853.3351,280,170,5.9393187,170,80,Benign
118188219,3939607.2,0,310.64285,1448,44.116074,0,0,50.882355,19964378.0,162.9375,224,17,0.2622935,17,443,Benign
22379,22379.0,0,81.0,81,6523.973,1,0,65.0,0.0,70.333336,65,1,89.3695,1,53,Benign
61109,61109.0,0,79.0,79,2061.8894,1,0,47.0,0.0,57.666668,47,1,32.728405,1,53,Benign
180,60.0,0,174.0,174,2444444.5,1,0,46.0,0.0,97.2,46,2,22222.223,2,53,Benign
34153597,3794844.0,0,0.0,0,0.9076643,0,0,5.1666665,4823604.0,2.8181818,31,6,0.29279494,6,443,Benign
470,470.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,4255.3193,2,80,Benign
31168,10389.333,0,71.0,71,7315.1953,1,0,43.0,0.0,54.2,43,2,128.33676,2,53,Benign
44393321,2611371.8,0,339.8,1491,88.819664,1,0,68.125,10501.853,207.52632,200,8,0.4054664,8,443,Benign
5194922,1731640.6,0,0.0,0,0.0,0,0,0.0,3637464.8,0.0,0,3,0.7699827,3,80,Benign
188,62.666668,0,160.0,160,2021276.6,1,0,30.0,0.0,82.0,30,2,21276.596,2,53,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,24.666666,37,2,666666.7,2,62142,Benign
95461,95461.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,20.950964,1,443,Benign
37142226,12380742.0,0,215.0,317,13.811773,1,0,41.5,0.0,111.4,44,2,0.107694134,2,53,Benign
30192,30192.0,0,117.0,117,5597.5093,1,0,52.0,0.0,73.666664,52,1,66.242714,1,53,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,24.666666,37,2,666666.7,2,49580,Benign
24033,8011.0,0,89.0,89,10235.926,1,0,34.0,0.0,56.0,34,2,166.43782,2,53,Benign
118639415,3295539.2,0,140.55556,840,38.90781,0,0,109.789474,4680301.0,121.47369,726,19,0.31186938,19,80,Benign
3,3.0,1,0.0,0,12333333.0,0,1,18.5,0.0,24.666666,37,2,666666.7,2,59280,Benign
31012,10337.333,0,106.0,106,9544.692,1,0,42.0,0.0,67.6,42,2,128.98233,2,53,Benign
84,84.0,0,6.0,6,142857.14,1,0,6.0,0.0,6.0,6,1,23809.523,1,57065,Benign
114272,38090.668,0,126.0,126,2765.3318,1,0,32.0,0.0,69.6,32,2,35.0042,2,53,Benign
4366,4366.0,0,0.0,0,2748.5112,0,0,6.0,0.0,6.0,6,2,458.0852,2,443,Benign
116587345,1131916.0,0,1416.1897,3272,728.26086,1,0,60.152172,4355617.0,808.6286,517,46,0.89203507,46,443,Benign
94344,94344.0,0,164.0,164,2257.6953,1,0,49.0,0.0,87.333336,49,1,21.199017,1,53,Benign
571339,571339.0,0,0.0,0,21.003292,0,0,6.0,0.0,6.0,6,2,3.5005486,2,443,Benign
152,50.666668,0,48.0,48,1052631.6,1,0,32.0,0.0,38.4,32,2,26315.79,2,53,Benign
31037,10345.667,0,97.0,97,8183.781,1,0,30.0,0.0,56.8,30,2,128.87843,2,53,Benign
61,61.0,0,0.0,0,196721.31,0,0,6.0,0.0,6.0,6,2,32786.887,2,80,Benign
248,82.666664,0,23.0,23,370967.75,1,0,23.0,0.0,23.0,23,2,16129.032,2,53,Benign
484834,9696.68,0,1719.0741,4344,96383.51,1,0,13.125,46514.3,898.6539,315,24,105.19064,24,80,Benign
60771189,1787387.9,0,227.5,1627,208.04266,0,0,473.8421,4826308.5,351.19446,4344,19,0.57593083,19,443,Benign
115422180,3980075.2,0,56.857143,796,10.682522,0,0,27.3125,4400212.0,39.774193,437,16,0.25991538,16,80,Benign
42,42.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,47619.047,1,60095,Benign
8083424,2020856.0,0,0.0,0,1.4845195,0,0,3.0,2504916.2,2.0,6,4,0.61854976,4,80,Benign
1,1.0,1,0.0,0,483000000.0,0,1,241.5,0.0,322.0,483,2,2000000.0,2,53622,Benign
377,125.666664,0,95.0,95,700265.25,1,0,37.0,0.0,60.2,37,2,10610.079,2,53,Benign
69,69.0,0,6.0,6,173913.05,1,0,6.0,0.0,6.0,6,1,28985.508,1,36057,Benign
5697372,406955.16,0,645.8333,1418,745.7825,0,0,41.555557,1857761.6,265.5625,181,9,2.6327927,9,443,Benign
117802065,3365773.2,0,149.25,796,31.40013,0,0,65.55,4891339.5,99.97298,437,20,0.30559736,20,80,Benign
205,68.333336,0,164.0,164,1951219.5,1,0,36.0,0.0,87.2,36,2,19512.195,2,53,Benign
232887,77629.0,0,178.0,178,1889.3282,1,0,42.0,0.0,96.4,42,2,17.175713,2,53,Benign
38,38.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,52631.58,1,48655,Benign
168,168.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,11904.762,1,22,Benign
18,18.0,1,0.0,0,2944444.5,0,1,26.5,0.0,35.333332,53,2,111111.11,2,443,Benign
51,51.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,39215.688,1,50950,Benign
1032,516.0,0,0.0,0,30038.76,0,0,10.333333,725.4916,7.75,31,3,2906.9768,3,38424,Benign
4,4.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,500000.0,2,43142,Benign
214,71.333336,0,177.0,177,2000000.0,1,0,37.0,0.0,93.0,37,2,18691.588,2,53,Benign
63390635,278029.1,0,1048.8651,2896,2120.1396,1,0,21.747572,2233156.0,584.3348,280,103,3.612521,103,80,Benign
54081157,1864867.5,1,402.0,622,148.1847,0,1,199.7,8595908.0,271.41934,400,20,0.55472183,20,3268,Benign
50089097,3130568.5,0,222.75,1770,44.999813,0,0,52.444443,5170897.5,125.22222,430,9,0.33939523,9,80,Benign
83502,13917.0,0,223.66667,663,14742.162,0,0,140.0,23910.623,153.875,548,4,83.83033,4,80,Benign
48,24.0,0,0.0,0,375000.0,0,0,6.0,32.526913,6.0,6,3,62500.0,3,443,Benign
31093,10364.333,0,103.0,103,9069.565,1,0,38.0,0.0,64.0,38,2,128.64632,2,53,Benign
79,79.0,0,6.0,6,151898.73,1,0,6.0,0.0,6.0,6,1,25316.455,1,52607,Benign
47049,6721.2856,0,170.0,510,19766.627,0,0,84.0,13200.792,103.333336,420,5,170.03549,5,80,Benign
30875,10291.667,0,80.0,80,7708.502,1,0,39.0,0.0,55.4,39,2,129.55466,2,53,Benign
14,14.0,0,6.0,6,857142.9,1,0,6.0,0.0,6.0,6,1,142857.14,1,60608,Benign
92,92.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,2,21739.13,2,80,Benign
30411,30411.0,0,117.0,117,5327.02,1,0,45.0,0.0,69.0,45,1,65.76568,1,53,Benign
76,38.0,0,6.0,6,236842.11,2,0,6.0,0.0,6.0,6,1,39473.684,1,21,Benign
115764460,1205879.8,0,1392.1321,4344,647.40076,1,0,26.431818,4426538.0,764.7551,389,44,0.83790827,44,443,Benign
266,88.666664,0,180.0,180,1586466.1,1,0,31.0,0.0,90.6,31,2,15037.594,2,53,Benign
243569,243569.0,0,179.0,179,915.55164,1,0,44.0,0.0,89.0,44,1,8.2112255,1,53,Benign
95097,95097.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,21.031158,1,80,Benign
76473,5098.2,0,486.8889,1448,64101.055,1,0,74.28571,12158.869,288.35294,214,7,209.22417,7,443,Benign
115637047,2890926.2,0,504.2,3655,94.59771,0,0,40.714287,4931602.0,260.4524,399,21,0.35455766,21,443,Benign
172,57.333332,0,54.0,54,1069767.5,1,0,38.0,0.0,44.4,38,2,23255.814,2,53,Benign
31050,10350.0,0,80.0,80,7536.232,1,0,37.0,0.0,54.2,37,2,128.82448,2,53,Benign
3,3.0,0,0.0,0,4000000.0,0,0,6.0,0.0,6.0,6,2,666666.7,2,3161,Benign
117273075,4343447.0,0,398.92307,1722,49.806828,0,0,43.666668,21240324.0,201.41379,194,15,0.23875898,15,443,Benign
120534,40178.0,0,204.0,204,4115.0215,1,0,44.0,0.0,108.0,44,2,33.185658,2,53,Benign
189,63.0,0,63.0,63,1037037.06,1,0,35.0,0.0,46.2,35,2,21164.021,2,53,Benign
550,550.0,0,109.0,109,301818.2,1,0,57.0,0.0,74.333336,57,1,3636.3635,1,53,Benign
189,63.0,0,73.0,73,1153439.1,1,0,36.0,0.0,50.8,36,2,21164.021,2,53,Benign
30372,30372.0,0,68.0,68,3951.0076,1,0,52.0,0.0,57.333332,52,1,65.85013,1,53,Benign
60,60.0,0,6.0,6,200000.0,1,0,6.0,0.0,6.0,6,1,33333.332,1,135,Benign
25,25.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,80000.0,1,55778,Benign
5427557,1809185.6,0,0.0,0,2.2109394,0,0,4.0,3785443.0,2.4,6,3,0.73697984,3,80,Benign
209,69.666664,0,61.0,61,1014354.06,1,0,45.0,0.0,51.4,45,2,19138.756,2,53,Benign
1352296,17793.37,0,174.57895,976,6923.0405,0,0,69.948715,164075.8,120.02564,456,39,56.940197,39,22,Benign
214,214.0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0,1,9345.794,1,22,Benign
1,1.0,1,0.0,0,617000000.0,0,1,308.5,0.0,411.33334,617,2,2000000.0,2,53515,Benign
15,7.5,0,6.0,6,1200000.0,2,0,6.0,0.0,6.0,6,1,200000.0,1,443,Benign
157,52.333332,0,87.0,87,1808917.2,1,0,55.0,0.0,67.8,55,2,25477.707,2,53,Benign
404216,14436.286,0,366.91666,1418,12869.357,0,0,47.0,46192.773,173.4,227,17,71.74382,17,443,Benign
55,55.0,0,6.0,6,218181.81,1,0,6.0,0.0,6.0,6,1,36363.637,1,64885,Benign
179380,179380.0,0,192.0,192,1349.0913,1,0,50.0,0.0,97.333336,50,1,11.149515,1,53,Benign
5098656,318666.0,0,823.5,1460,1366.6346,0,0,42.22222,1705898.6,387.1111,193,9,3.334212,9,443,Benign
62350839,1948463.8,0,321.93332,1613,143.06143,0,0,227.27777,4890705.5,262.35294,1875,18,0.52926314,18,443,Benign
116967885,1462098.5,0,1053.0408,1430,449.5422,1,0,30.71875,14534608.0,641.2439,211,32,0.6924978,32,443,Benign
342925,114308.336,0,331.0,331,2117.081,1,0,32.0,0.0,151.6,32,2,11.664358,2,53,Benign
49,49.0,0,0.0,0,244897.95,0,0,6.0,0.0,6.0,6,2,40816.33,2,48675,Benign
114847465,2296949.2,0,332.41666,796,89.240105,0,0,84.111115,4705211.0,197.09616,435,27,0.44406727,27,80,Benign
2070,2070.0,0,0.0,0,5797.1016,0,0,6.0,0.0,6.0,6,2,966.1836,2,80,Benign
23860,7953.3335,0,52.0,52,7376.3623,1,0,36.0,0.0,42.4,36,2,167.64459,2,53,Benign
31973,10657.667,0,48.0,48,5004.222,1,0,32.0,0.0,38.4,32,2,125.10556,2,53,Benign
